#t x y z vx vy vz
8.23 324.72 -192.32 52.43 -82.71 -14.78 -53.57
8.23 324.64 -192.34 52.38 -82.75 -14.75 -53.58
8.23 324.55 -192.35 52.32 -82.79 -14.73 -53.58
8.23 324.47 -192.37 52.27 -82.83 -14.71 -53.59
8.23 324.39 -192.38 52.22 -82.87 -14.68 -53.60
8.23 324.30 -192.40 52.16 -82.91 -14.66 -53.60
8.23 324.22 -192.41 52.11 -82.95 -14.63 -53.61
8.23 324.14 -192.42 52.06 -83.00 -14.61 -53.62
8.23 324.05 -192.44 52.00 -83.04 -14.58 -53.62
8.23 323.97 -192.45 51.95 -83.08 -14.56 -53.63
8.24 323.89 -192.47 51.90 -83.12 -14.53 -53.64
8.24 323.81 -192.48 51.84 -83.16 -14.51 -53.64
8.24 323.72 -192.50 51.79 -83.20 -14.49 -53.65
8.24 323.64 -192.51 51.73 -83.24 -14.46 -53.66
8.24 323.56 -192.53 51.68 -83.28 -14.44 -53.66
8.24 323.47 -192.54 51.63 -83.33 -14.41 -53.67
8.24 323.39 -192.55 51.57 -83.37 -14.39 -53.68
8.24 323.31 -192.57 51.52 -83.41 -14.36 -53.68
8.24 323.22 -192.58 51.47 -83.45 -14.34 -53.69
8.24 323.14 -192.60 51.41 -83.49 -14.31 -53.69
8.25 323.06 -192.61 51.36 -83.53 -14.29 -53.70
8.25 322.97 -192.63 51.31 -83.57 -14.26 -53.71
8.25 322.89 -192.64 51.25 -83.61 -14.24 -53.71
8.25 322.80 -192.65 51.20 -83.66 -14.21 -53.72
8.25 322.72 -192.67 51.14 -83.70 -14.19 -53.73
8.25 322.64 -192.68 51.09 -83.74 -14.16 -53.73
8.25 322.55 -192.70 51.04 -83.78 -14.14 -53.74
8.25 322.47 -192.71 50.98 -83.82 -14.12 -53.75
8.25 322.39 -192.73 50.93 -83.86 -14.09 -53.75
8.25 322.30 -192.74 50.88 -83.91 -14.07 -53.76
8.26 322.22 -192.75 50.82 -83.95 -14.04 -53.77
8.26 322.13 -192.77 50.77 -83.99 -14.02 -53.77
8.26 322.05 -192.78 50.71 -84.03 -13.99 -53.78
8.26 321.97 -192.80 50.66 -84.07 -13.97 -53.79
8.26 321.88 -192.81 50.61 -84.11 -13.94 -53.79
8.26 321.80 -192.82 50.55 -84.15 -13.92 -53.80
8.26 321.71 -192.84 50.50 -84.20 -13.89 -53.81
8.26 321.63 -192.85 50.45 -84.24 -13.87 -53.81
8.26 321.55 -192.87 50.39 -84.28 -13.84 -53.82
8.26 321.46 -192.88 50.34 -84.32 -13.82 -53.83
8.27 321.38 -192.89 50.28 -84.36 -13.79 -53.83
8.27 321.29 -192.91 50.23 -84.40 -13.77 -53.84
8.27 321.21 -192.92 50.18 -84.45 -13.74 -53.85
8.27 321.12 -192.93 50.12 -84.49 -13.72 -53.85
8.27 321.04 -192.95 50.07 -84.53 -13.69 -53.86
8.27 320.95 -192.96 50.01 -84.57 -13.67 -53.87
8.27 320.87 -192.98 49.96 -84.61 -13.64 -53.87
8.27 320.79 -192.99 49.91 -84.65 -13.62 -53.88
8.27 320.70 -193.00 49.85 -84.70 -13.59 -53.89
8.27 320.62 -193.02 49.80 -84.74 -13.57 -53.89
8.28 320.53 -193.03 49.74 -84.78 -13.54 -53.90
8.28 320.45 -193.04 49.69 -84.82 -13.52 -53.91
8.28 320.36 -193.06 49.64 -84.86 -13.49 -53.91
8.28 320.28 -193.07 49.58 -84.90 -13.47 -53.92
8.28 320.19 -193.08 49.53 -84.95 -13.44 -53.92
8.28 320.11 -193.10 49.48 -84.99 -13.42 -53.93
8.28 320.02 -193.11 49.42 -85.03 -13.39 -53.94
8.28 319.94 -193.12 49.37 -85.07 -13.37 -53.94
8.28 319.85 -193.14 49.31 -85.11 -13.34 -53.95
8.28 319.77 -193.15 49.26 -85.15 -13.31 -53.96
8.29 319.68 -193.16 49.21 -85.20 -13.29 -53.96
8.29 319.60 -193.18 49.15 -85.24 -13.26 -53.97
8.29 319.51 -193.19 49.10 -85.28 -13.24 -53.98
8.29 319.43 -193.20 49.04 -85.32 -13.21 -53.98
8.29 319.34 -193.22 48.99 -85.36 -13.19 -53.99
8.29 319.25 -193.23 48.94 -85.41 -13.16 -54.00
8.29 319.17 -193.24 48.88 -85.45 -13.14 -54.00
8.29 319.08 -193.26 48.83 -85.49 -13.11 -54.01
8.29 319.00 -193.27 48.77 -85.53 -13.09 -54.02
8.29 318.91 -193.28 48.72 -85.57 -13.06 -54.02
8.30 318.83 -193.30 48.67 -85.61 -13.04 -54.03
8.30 318.74 -193.31 48.61 -85.66 -13.01 -54.04
8.30 318.66 -193.32 48.56 -85.70 -12.99 -54.04
8.30 318.57 -193.33 48.50 -85.74 -12.96 -54.05
8.30 318.48 -193.35 48.45 -85.78 -12.93 -54.05
8.30 318.40 -193.36 48.40 -85.82 -12.91 -54.06
8.30 318.31 -193.37 48.34 -85.87 -12.88 -54.07
8.30 318.23 -193.39 48.29 -85.91 -12.86 -54.07
8.30 318.14 -193.40 48.23 -85.95 -12.83 -54.08
8.30 318.05 -193.41 48.18 -85.99 -12.81 -54.09
8.31 317.97 -193.42 48.13 -86.03 -12.78 -54.09
8.31 317.88 -193.44 48.07 -86.08 -12.76 -54.10
8.31 317.80 -193.45 48.02 -86.12 -12.73 -54.11
8.31 317.71 -193.46 47.96 -86.16 -12.70 -54.11
8.31 317.62 -193.48 47.91 -86.20 -12.68 -54.12
8.31 317.54 -193.49 47.85 -86.24 -12.65 -54.12
8.31 317.45 -193.50 47.80 -86.29 -12.63 -54.13
8.31 317.37 -193.51 47.75 -86.33 -12.60 -54.14
8.31 317.28 -193.53 47.69 -86.37 -12.58 -54.14
8.31 317.19 -193.54 47.64 -86.41 -12.55 -54.15
8.32 317.11 -193.55 47.58 -86.46 -12.52 -54.16
8.32 317.02 -193.56 47.53 -86.50 -12.50 -54.16
8.32 316.93 -193.58 47.48 -86.54 -12.47 -54.17
8.32 316.85 -193.59 47.42 -86.58 -12.45 -54.18
8.32 316.76 -193.60 47.37 -86.62 -12.42 -54.18
8.32 316.67 -193.61 47.31 -86.67 -12.40 -54.19
8.32 316.59 -193.63 47.26 -86.71 -12.37 -54.20
8.32 316.50 -193.64 47.20 -86.75 -12.34 -54.20
8.32 316.41 -193.65 47.15 -86.79 -12.32 -54.21
8.32 316.33 -193.66 47.10 -86.84 -12.29 -54.21
8.33 316.24 -193.68 47.04 -86.88 -12.27 -54.22
8.33 316.15 -193.69 46.99 -86.92 -12.24 -54.23
8.33 316.07 -193.70 46.93 -86.96 -12.22 -54.23
8.33 315.98 -193.71 46.88 -87.00 -12.19 -54.24
8.33 315.89 -193.72 46.83 -87.05 -12.16 -54.25
8.33 315.80 -193.74 46.77 -87.09 -12.14 -54.25
8.33 315.72 -193.75 46.72 -87.13 -12.11 -54.26
8.33 315.63 -193.76 46.66 -87.17 -12.09 -54.26
8.33 315.54 -193.77 46.61 -87.22 -12.06 -54.27
8.33 315.46 -193.78 46.55 -87.26 -12.03 -54.28
8.34 315.37 -193.80 46.50 -87.30 -12.01 -54.28
8.34 315.28 -193.81 46.45 -87.34 -11.98 -54.29
8.34 315.19 -193.82 46.39 -87.39 -11.96 -54.30
8.34 315.11 -193.83 46.34 -87.43 -11.93 -54.30
8.34 315.02 -193.84 46.28 -87.47 -11.90 -54.31
8.34 314.93 -193.86 46.23 -87.51 -11.88 -54.32
8.34 314.84 -193.87 46.17 -87.56 -11.85 -54.32
8.34 314.76 -193.88 46.12 -87.60 -11.82 -54.33
8.34 314.67 -193.89 46.06 -87.64 -11.80 -54.33
8.34 314.58 -193.90 46.01 -87.68 -11.77 -54.34
8.35 314.49 -193.92 45.96 -87.72 -11.75 -54.35
8.35 314.41 -193.93 45.90 -87.77 -11.72 -54.35
8.35 314.32 -193.94 45.85 -87.81 -11.69 -54.36
8.35 314.23 -193.95 45.79 -87.85 -11.67 -54.37
8.35 314.14 -193.96 45.74 -87.89 -11.64 -54.37
8.35 314.05 -193.97 45.68 -87.94 -11.61 -54.38
8.35 313.97 -193.99 45.63 -87.98 -11.59 -54.38
8.35 313.88 -194.00 45.58 -88.02 -11.56 -54.39
8.35 313.79 -194.01 45.52 -88.07 -11.54 -54.40
8.35 313.70 -194.02 45.47 -88.11 -11.51 -54.40
8.36 313.61 -194.03 45.41 -88.15 -11.48 -54.41
8.36 313.53 -194.04 45.36 -88.19 -11.46 -54.42
8.36 313.44 -194.05 45.30 -88.24 -11.43 -54.42
8.36 313.35 -194.07 45.25 -88.28 -11.40 -54.43
8.36 313.26 -194.08 45.19 -88.32 -11.38 -54.43
8.36 313.17 -194.09 45.14 -88.36 -11.35 -54.44
8.36 313.08 -194.10 45.09 -88.41 -11.32 -54.45
8.36 313.00 -194.11 45.03 -88.45 -11.30 -54.45
8.36 312.91 -194.12 44.98 -88.49 -11.27 -54.46
8.36 312.82 -194.13 44.92 -88.53 -11.25 -54.46
8.37 312.73 -194.14 44.87 -88.58 -11.22 -54.47
8.37 312.64 -194.16 44.81 -88.62 -11.19 -54.48
8.37 312.55 -194.17 44.76 -88.66 -11.17 -54.48
8.37 312.46 -194.18 44.70 -88.71 -11.14 -54.49
8.37 312.38 -194.19 44.65 -88.75 -11.11 -54.50
8.37 312.29 -194.20 44.60 -88.79 -11.09 -54.50
8.37 312.20 -194.21 44.54 -88.83 -11.06 -54.51
8.37 312.11 -194.22 44.49 -88.88 -11.03 -54.51
8.37 312.02 -194.23 44.43 -88.92 -11.01 -54.52
8.37 311.93 -194.24 44.38 -88.96 -10.98 -54.53
8.38 311.84 -194.26 44.32 -89.00 -10.95 -54.53
8.38 311.75 -194.27 44.27 -89.05 -10.93 -54.54
8.38 311.66 -194.28 44.21 -89.09 -10.90 -54.54
8.38 311.58 -194.29 44.16 -89.13 -10.87 -54.55
8.38 311.49 -194.30 44.10 -89.18 -10.85 -54.56
8.38 311.40 -194.31 44.05 -89.22 -10.82 -54.56
8.38 311.31 -194.32 44.00 -89.26 -10.79 -54.57
8.38 311.22 -194.33 43.94 -89.30 -10.77 -54.58
8.38 311.13 -194.34 43.89 -89.35 -10.74 -54.58
8.38 311.04 -194.35 43.83 -89.39 -10.71 -54.59
8.39 310.95 -194.36 43.78 -89.43 -10.69 -54.59
8.39 310.86 -194.37 43.72 -89.48 -10.66 -54.60
8.39 310.77 -194.39 43.67 -89.52 -10.63 -54.61
8.39 310.68 -194.40 43.61 -89.56 -10.60 -54.61
8.39 310.59 -194.41 43.56 -89.61 -10.58 -54.62
8.39 310.50 -194.42 43.50 -89.65 -10.55 -54.62
8.39 310.41 -194.43 43.45 -89.69 -10.52 -54.63
8.39 310.32 -194.44 43.40 -89.73 -10.50 -54.64
8.39 310.23 -194.45 43.34 -89.78 -10.47 -54.64
8.39 310.14 -194.46 43.29 -89.82 -10.44 -54.65
8.40 310.05 -194.47 43.23 -89.86 -10.42 -54.65
8.40 309.96 -194.48 43.18 -89.91 -10.39 -54.66
8.40 309.87 -194.49 43.12 -89.95 -10.36 -54.67
8.40 309.78 -194.50 43.07 -89.99 -10.33 -54.67
8.40 309.69 -194.51 43.01 -90.04 -10.31 -54.68
8.40 309.60 -194.52 42.96 -90.08 -10.28 -54.68
8.40 309.51 -194.53 42.90 -90.12 -10.25 -54.69
8.40 309.42 -194.54 42.85 -90.17 -10.23 -54.70
8.40 309.33 -194.55 42.79 -90.21 -10.20 -54.70
8.40 309.24 -194.56 42.74 -90.25 -10.17 -54.71
8.41 309.15 -194.57 42.68 -90.30 -10.14 -54.71
8.41 309.06 -194.58 42.63 -90.34 -10.12 -54.72
8.41 308.97 -194.59 42.57 -90.38 -10.09 -54.73
8.41 308.88 -194.60 42.52 -90.42 -10.06 -54.73
8.41 308.79 -194.61 42.47 -90.47 -10.04 -54.74
8.41 308.70 -194.62 42.41 -90.51 -10.01 -54.74
8.41 308.61 -194.63 42.36 -90.55 -9.98 -54.75
8.41 308.52 -194.64 42.30 -90.60 -9.95 -54.76
8.41 308.43 -194.65 42.25 -90.64 -9.93 -54.76
8.41 308.34 -194.66 42.19 -90.68 -9.90 -54.77
8.42 308.25 -194.67 42.14 -90.73 -9.87 -54.77
8.42 308.16 -194.68 42.08 -90.77 -9.84 -54.78
8.42 308.07 -194.69 42.03 -90.81 -9.82 -54.79
8.42 307.98 -194.70 41.97 -90.86 -9.79 -54.79
8.42 307.88 -194.71 41.92 -90.90 -9.76 -54.80
8.42 307.79 -194.72 41.86 -90.94 -9.74 -54.80
8.42 307.70 -194.73 41.81 -90.99 -9.71 -54.81
8.42 307.61 -194.74 41.75 -91.03 -9.68 -54.82
8.42 307.52 -194.75 41.70 -91.07 -9.65 -54.82
8.42 307.43 -194.76 41.64 -91.12 -9.63 -54.83
8.43 307.34 -194.77 41.59 -91.16 -9.60 -54.83
8.43 307.25 -194.78 41.53 -91.20 -9.57 -54.84
8.43 307.16 -194.79 41.48 -91.25 -9.54 -54.85
8.43 307.06 -194.80 41.42 -91.29 -9.52 -54.85
8.43 306.97 -194.81 41.37 -91.34 -9.49 -54.86
8.43 306.88 -194.82 41.31 -91.38 -9.46 -54.86
8.43 306.79 -194.83 41.26 -91.42 -9.43 -54.87
8.43 306.70 -194.84 41.20 -91.47 -9.40 -54.88
8.43 306.61 -194.85 41.15 -91.51 -9.38 -54.88
8.43 306.52 -194.85 41.10 -91.55 -9.35 -54.89
8.44 306.42 -194.86 41.04 -91.60 -9.32 -54.89
8.44 306.33 -194.87 40.99 -91.64 -9.29 -54.90
8.44 306.24 -194.88 40.93 -91.68 -9.27 -54.91
8.44 306.15 -194.89 40.88 -91.73 -9.24 -54.91
8.44 306.06 -194.90 40.82 -91.77 -9.21 -54.92
8.44 305.97 -194.91 40.77 -91.81 -9.18 -54.92
8.44 305.87 -194.92 40.71 -91.86 -9.16 -54.93
8.44 305.78 -194.93 40.66 -91.90 -9.13 -54.93
8.44 305.69 -194.94 40.60 -91.95 -9.10 -54.94
8.44 305.60 -194.95 40.55 -91.99 -9.07 -54.95
8.45 305.51 -194.96 40.49 -92.03 -9.04 -54.95
8.45 305.41 -194.97 40.44 -92.08 -9.02 -54.96
8.45 305.32 -194.97 40.38 -92.12 -8.99 -54.96
8.45 305.23 -194.98 40.33 -92.16 -8.96 -54.97
8.45 305.14 -194.99 40.27 -92.21 -8.93 -54.98
8.45 305.05 -195.00 40.22 -92.25 -8.90 -54.98
8.45 304.95 -195.01 40.16 -92.30 -8.88 -54.99
8.45 304.86 -195.02 40.11 -92.34 -8.85 -54.99
8.45 304.77 -195.03 40.05 -92.38 -8.82 -55.00
8.45 304.68 -195.04 40.00 -92.43 -8.79 -55.00
8.46 304.58 -195.05 39.94 -92.47 -8.76 -55.01
8.46 304.49 -195.05 39.89 -92.51 -8.74 -55.02
8.46 304.40 -195.06 39.83 -92.56 -8.71 -55.02
8.46 304.31 -195.07 39.78 -92.60 -8.68 -55.03
8.46 304.21 -195.08 39.72 -92.65 -8.65 -55.03
8.46 304.12 -195.09 39.67 -92.69 -8.62 -55.04
8.46 304.03 -195.10 39.61 -92.73 -8.60 -55.05
8.46 303.94 -195.11 39.56 -92.78 -8.57 -55.05
8.46 303.84 -195.11 39.50 -92.82 -8.54 -55.06
8.46 303.75 -195.12 39.45 -92.87 -8.51 -55.06
8.47 303.66 -195.13 39.39 -92.91 -8.48 -55.07
8.47 303.56 -195.14 39.34 -92.95 -8.45 -55.07
8.47 303.47 -195.15 39.28 -93.00 -8.43 -55.08
8.47 303.38 -195.16 39.23 -93.04 -8.40 -55.09
8.47 303.29 -195.17 39.17 -93.08 -8.37 -55.09
8.47 303.19 -195.17 39.12 -93.13 -8.34 -55.10
8.47 303.10 -195.18 39.06 -93.17 -8.31 -55.10
8.47 303.01 -195.19 39.01 -93.22 -8.28 -55.11
8.47 302.91 -195.20 38.95 -93.26 -8.26 -55.11
8.47 302.82 -195.21 38.89 -93.31 -8.23 -55.12
8.48 302.73 -195.21 38.84 -93.35 -8.20 -55.13
8.48 302.63 -195.22 38.78 -93.39 -8.17 -55.13
8.48 302.54 -195.23 38.73 -93.44 -8.14 -55.14
8.48 302.45 -195.24 38.67 -93.48 -8.11 -55.14
8.48 302.35 -195.25 38.62 -93.53 -8.09 -55.15
8.48 302.26 -195.26 38.56 -93.57 -8.06 -55.15
8.48 302.17 -195.26 38.51 -93.61 -8.03 -55.16
8.48 302.07 -195.27 38.45 -93.66 -8.00 -55.17
8.48 301.98 -195.28 38.40 -93.70 -7.97 -55.17
8.48 301.88 -195.29 38.34 -93.75 -7.94 -55.18
8.49 301.79 -195.30 38.29 -93.79 -7.91 -55.18
8.49 301.70 -195.30 38.23 -93.83 -7.89 -55.19
8.49 301.60 -195.31 38.18 -93.88 -7.86 -55.19
8.49 301.51 -195.32 38.12 -93.92 -7.83 -55.20
8.49 301.41 -195.33 38.07 -93.97 -7.80 -55.20
8.49 301.32 -195.33 38.01 -94.01 -7.77 -55.21
8.49 301.23 -195.34 37.96 -94.06 -7.74 -55.22
8.49 301.13 -195.35 37.90 -94.10 -7.71 -55.22
8.49 301.04 -195.36 37.85 -94.14 -7.68 -55.23
8.49 300.94 -195.37 37.79 -94.19 -7.66 -55.23
8.50 300.85 -195.37 37.74 -94.23 -7.63 -55.24
8.50 300.76 -195.38 37.68 -94.28 -7.60 -55.24
8.50 300.66 -195.39 37.63 -94.32 -7.57 -55.25
8.50 300.57 -195.40 37.57 -94.37 -7.54 -55.26
8.50 300.47 -195.40 37.52 -94.41 -7.51 -55.26
8.50 300.38 -195.41 37.46 -94.45 -7.48 -55.27
8.50 300.28 -195.42 37.40 -94.50 -7.45 -55.27
8.50 300.19 -195.43 37.35 -94.54 -7.43 -55.28
8.50 300.09 -195.43 37.29 -94.59 -7.40 -55.28
8.50 300.00 -195.44 37.24 -94.63 -7.37 -55.29
8.51 299.91 -195.45 37.18 -94.68 -7.34 -55.29
8.51 299.81 -195.46 37.13 -94.72 -7.31 -55.30
8.51 299.72 -195.46 37.07 -94.77 -7.28 -55.31
8.51 299.62 -195.47 37.02 -94.81 -7.25 -55.31
8.51 299.53 -195.48 36.96 -94.86 -7.22 -55.32
8.51 299.43 -195.48 36.91 -94.90 -7.19 -55.32
8.51 299.34 -195.49 36.85 -94.94 -7.16 -55.33
8.51 299.24 -195.50 36.80 -94.99 -7.14 -55.33
8.51 299.15 -195.51 36.74 -95.03 -7.11 -55.34
8.51 299.05 -195.51 36.69 -95.08 -7.08 -55.34
8.52 298.96 -195.52 36.63 -95.12 -7.05 -55.35
8.52 298.86 -195.53 36.57 -95.17 -7.02 -55.36
8.52 298.77 -195.53 36.52 -95.21 -6.99 -55.36
8.52 298.67 -195.54 36.46 -95.26 -6.96 -55.37
8.52 298.58 -195.55 36.41 -95.30 -6.93 -55.37
8.52 298.48 -195.55 36.35 -95.35 -6.90 -55.38
8.52 298.39 -195.56 36.30 -95.39 -6.87 -55.38
8.52 298.29 -195.57 36.24 -95.43 -6.84 -55.39
8.52 298.19 -195.58 36.19 -95.48 -6.81 -55.39
8.52 298.10 -195.58 36.13 -95.52 -6.78 -55.40
8.53 298.00 -195.59 36.08 -95.57 -6.76 -55.41
8.53 297.91 -195.60 36.02 -95.61 -6.73 -55.41
8.53 297.81 -195.60 35.97 -95.66 -6.70 -55.42
8.53 297.72 -195.61 35.91 -95.70 -6.67 -55.42
8.53 297.62 -195.62 35.85 -95.75 -6.64 -55.43
8.53 297.52 -195.62 35.80 -95.79 -6.61 -55.43
8.53 297.43 -195.63 35.74 -95.84 -6.58 -55.44
8.53 297.33 -195.64 35.69 -95.88 -6.55 -55.44
8.53 297.24 -195.64 35.63 -95.93 -6.52 -55.45
8.53 297.14 -195.65 35.58 -95.97 -6.49 -55.45
8.54 297.05 -195.65 35.52 -96.02 -6.46 -55.46
8.54 296.95 -195.66 35.47 -96.06 -6.43 -55.47
8.54 296.85 -195.67 35.41 -96.11 -6.40 -55.47
8.54 296.76 -195.67 35.36 -96.15 -6.37 -55.48
8.54 296.66 -195.68 35.30 -96.20 -6.34 -55.48
8.54 296.56 -195.69 35.24 -96.24 -6.31 -55.49
8.54 296.47 -195.69 35.19 -96.29 -6.28 -55.49
8.54 296.37 -195.70 35.13 -96.33 -6.25 -55.50
8.54 296.28 -195.71 35.08 -96.38 -6.22 -55.50
8.54 296.18 -195.71 35.02 -96.42 -6.19 -55.51
8.55 296.08 -195.72 34.97 -96.47 -6.16 -55.51
8.55 295.99 -195.72 34.91 -96.51 -6.13 -55.52
8.55 295.89 -195.73 34.86 -96.56 -6.10 -55.52
8.55 295.79 -195.74 34.80 -96.60 -6.07 -55.53
8.55 295.70 -195.74 34.75 -96.65 -6.04 -55.54
8.55 295.60 -195.75 34.69 -96.69 -6.02 -55.54
8.55 295.50 -195.75 34.63 -96.74 -5.99 -55.55
8.55 295.41 -195.76 34.58 -96.78 -5.96 -55.55
8.55 295.31 -195.77 34.52 -96.83 -5.93 -55.56
8.55 295.21 -195.77 34.47 -96.87 -5.90 -55.56
8.56 295.12 -195.78 34.41 -96.92 -5.87 -55.57
8.56 295.02 -195.78 34.36 -96.96 -5.84 -55.57
8.56 294.92 -195.79 34.30 -97.01 -5.81 -55.58
8.56 294.82 -195.80 34.25 -97.05 -5.78 -55.58
8.56 294.73 -195.80 34.19 -97.10 -5.75 -55.59
8.56 294.63 -195.81 34.13 -97.14 -5.72 -55.59
8.56 294.53 -195.81 34.08 -97.19 -5.69 -55.60
8.56 294.44 -195.82 34.02 -97.23 -5.66 -55.60
8.56 294.34 -195.82 33.97 -97.28 -5.63 -55.61
8.56 294.24 -195.83 33.91 -97.32 -5.60 -55.61
8.57 294.14 -195.84 33.86 -97.37 -5.57 -55.62
8.57 294.05 -195.84 33.80 -97.41 -5.54 -55.63
8.57 293.95 -195.85 33.74 -97.46 -5.50 -55.63
8.57 293.85 -195.85 33.69 -97.50 -5.47 -55.64
8.57 293.75 -195.86 33.63 -97.55 -5.44 -55.64
8.57 293.66 -195.86 33.58 -97.60 -5.41 -55.65
8.57 293.56 -195.87 33.52 -97.64 -5.38 -55.65
8.57 293.46 -195.87 33.47 -97.69 -5.35 -55.66
8.57 293.36 -195.88 33.41 -97.73 -5.32 -55.66
8.57 293.27 -195.88 33.36 -97.78 -5.29 -55.67
8.58 293.17 -195.89 33.30 -97.82 -5.26 -55.67
8.58 293.07 -195.89 33.24 -97.87 -5.23 -55.68
8.58 292.97 -195.90 33.19 -97.91 -5.20 -55.68
8.58 292.87 -195.91 33.13 -97.96 -5.17 -55.69
8.58 292.78 -195.91 33.08 -98.00 -5.14 -55.69
8.58 292.68 -195.92 33.02 -98.05 -5.11 -55.70
8.58 292.58 -195.92 32.97 -98.10 -5.08 -55.70
8.58 292.48 -195.93 32.91 -98.14 -5.05 -55.71
8.58 292.38 -195.93 32.85 -98.19 -5.02 -55.71
8.58 292.29 -195.94 32.80 -98.23 -4.99 -55.72
8.59 292.19 -195.94 32.74 -98.28 -4.96 -55.72
8.59 292.09 -195.95 32.69 -98.32 -4.93 -55.73
8.59 291.99 -195.95 32.63 -98.37 -4.90 -55.73
8.59 291.89 -195.96 32.58 -98.41 -4.87 -55.74
8.59 291.79 -195.96 32.52 -98.46 -4.84 -55.75
8.59 291.70 -195.96 32.46 -98.51 -4.81 -55.75
8.59 291.60 -195.97 32.41 -98.55 -4.77 -55.76
8.59 291.50 -195.97 32.35 -98.60 -4.74 -55.76
8.59 291.40 -195.98 32.30 -98.64 -4.71 -55.77
8.59 291.30 -195.98 32.24 -98.69 -4.68 -55.77
8.60 291.20 -195.99 32.19 -98.73 -4.65 -55.78
8.60 291.10 -195.99 32.13 -98.78 -4.62 -55.78
8.60 291.01 -196.00 32.07 -98.82 -4.59 -55.79
8.60 290.91 -196.00 32.02 -98.87 -4.56 -55.79
8.60 290.81 -196.01 31.96 -98.92 -4.53 -55.80
8.60 290.71 -196.01 31.91 -98.96 -4.50 -55.80
8.60 290.61 -196.02 31.85 -99.01 -4.47 -55.81
8.60 290.51 -196.02 31.79 -99.05 -4.44 -55.81
8.60 290.41 -196.02 31.74 -99.10 -4.41 -55.82
8.60 290.31 -196.03 31.68 -99.15 -4.37 -55.82
8.61 290.21 -196.03 31.63 -99.19 -4.34 -55.83
8.61 290.11 -196.04 31.57 -99.24 -4.31 -55.83
8.61 290.01 -196.04 31.52 -99.28 -4.28 -55.84
8.61 289.92 -196.05 31.46 -99.33 -4.25 -55.84
8.61 289.82 -196.05 31.40 -99.37 -4.22 -55.85
8.61 289.72 -196.05 31.35 -99.42 -4.19 -55.85
8.61 289.62 -196.06 31.29 -99.47 -4.16 -55.86
8.61 289.52 -196.06 31.24 -99.51 -4.13 -55.86
8.61 289.42 -196.07 31.18 -99.56 -4.09 -55.87
8.61 289.32 -196.07 31.12 -99.60 -4.06 -55.87
8.62 289.22 -196.08 31.07 -99.65 -4.03 -55.88
8.62 289.12 -196.08 31.01 -99.70 -4.00 -55.88
8.62 289.02 -196.08 30.96 -99.74 -3.97 -55.89
8.62 288.92 -196.09 30.90 -99.79 -3.94 -55.89
8.62 288.82 -196.09 30.84 -99.83 -3.91 -55.90
8.62 288.72 -196.10 30.79 -99.88 -3.88 -55.90
8.62 288.62 -196.10 30.73 -99.93 -3.85 -55.91
8.62 288.52 -196.10 30.68 -99.97 -3.81 -55.91
8.62 288.42 -196.11 30.62 -100.02 -3.78 -55.92
8.62 288.32 -196.11 30.57 -100.06 -3.75 -55.92
8.63 288.22 -196.11 30.51 -100.11 -3.72 -55.93
8.63 288.12 -196.12 30.45 -100.16 -3.69 -55.93
8.63 288.02 -196.12 30.40 -100.20 -3.66 -55.94
8.63 287.92 -196.13 30.34 -100.25 -3.63 -55.94
8.63 287.82 -196.13 30.29 -100.30 -3.59 -55.95
8.63 287.72 -196.13 30.23 -100.34 -3.56 -55.95
8.63 287.62 -196.14 30.17 -100.39 -3.53 -55.96
8.63 287.52 -196.14 30.12 -100.43 -3.50 -55.96
8.63 287.42 -196.14 30.06 -100.48 -3.47 -55.97
8.63 287.32 -196.15 30.01 -100.53 -3.44 -55.97
8.64 287.22 -196.15 29.95 -100.57 -3.40 -55.98
8.64 287.12 -196.15 29.89 -100.62 -3.37 -55.98
8.64 287.02 -196.16 29.84 -100.67 -3.34 -55.99
8.64 286.92 -196.16 29.78 -100.71 -3.31 -55.99
8.64 286.81 -196.16 29.73 -100.76 -3.28 -56.00
8.64 286.71 -196.17 29.67 -100.80 -3.25 -56.00
8.64 286.61 -196.17 29.61 -100.85 -3.21 -56.01
8.64 286.51 -196.17 29.56 -100.90 -3.18 -56.01
8.64 286.41 -196.18 29.50 -100.94 -3.15 -56.01
8.64 286.31 -196.18 29.45 -100.99 -3.12 -56.02
8.65 286.21 -196.18 29.39 -101.04 -3.09 -56.02
8.65 286.11 -196.19 29.33 -101.08 -3.06 -56.03
8.65 286.01 -196.19 29.28 -101.13 -3.02 -56.03
8.65 285.91 -196.19 29.22 -101.18 -2.99 -56.04
8.65 285.80 -196.19 29.17 -101.22 -2.96 -56.04
8.65 285.70 -196.20 29.11 -101.27 -2.93 -56.05
8.65 285.60 -196.20 29.05 -101.31 -2.90 -56.05
8.65 285.50 -196.20 29.00 -101.36 -2.86 -56.06
8.65 285.40 -196.21 28.94 -101.41 -2.83 -56.06
8.65 285.30 -196.21 28.89 -101.45 -2.80 -56.07
8.66 285.20 -196.21 28.83 -101.50 -2.77 -56.07
8.66 285.09 -196.21 28.77 -101.55 -2.74 -56.08
8.66 284.99 -196.22 28.72 -101.59 -2.70 -56.08
8.66 284.89 -196.22 28.66 -101.64 -2.67 -56.09
8.66 284.79 -196.22 28.61 -101.69 -2.64 -56.09
8.66 284.69 -196.23 28.55 -101.73 -2.61 -56.10
8.66 284.59 -196.23 28.49 -101.78 -2.58 -56.10
